DocumentID,DocumentTitle,LastUpdated,SectionID,SectionSlug,HeaderLevel,HeaderText,BodyText,ParentSectionID,Keywords,URLs
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-191,chain-saw-electric-safe-work-procedure,4,Chain Saw (Electric) Safe Work Procedure,Chain Saw (Electric) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/chain-saw-electric-safe-work-procedure-2670>,plant-equipment-mgmt-189,"equipment, maintenance, saw, procedure",https://content.sdp.education.vic.gov.au/media/chain-saw-electric-safe-work-procedure-2670
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-192,chain-saw-fuel-risk-management-form,4,Chain Saw (Fuel) Risk Management Form,Chain Saw (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/chain-saw-fuel-risk-manage-ment-form-2673>,plant-equipment-mgmt-189,"risk, equipment, maintenance, saw, form",https://content.sdp.education.vic.gov.au/media/chain-saw-fuel-risk-manage-ment-form-2673
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-193,chain-saw-fuel-safe-work-procedure,4,Chain Saw (Fuel) Safe Work Procedure,Chain Saw (Fuel) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/chain-saw-fuel-safe-work-procedure-2672>,plant-equipment-mgmt-189,"equipment, maintenance, saw, procedure",https://content.sdp.education.vic.gov.au/media/chain-saw-fuel-safe-work-procedure-2672
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-194,forklift-electric-risk-management-form,4,Forklift (Electric) Risk Management Form,Forklift (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/forklift-electric-risk-man-agement-form-2704>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/forklift-electric-risk-man-agement-form-2704
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-195,forklift-fuel-risk-management-form,4,Forklift (Fuel) Risk Management Form,Forklift (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/forklift-fuel-risk-manage-ment-form-2705>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/forklift-fuel-risk-manage-ment-form-2705
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-196,forklift-electric-and-fuel-safe-work-procedure,4,Forklift (Electric and Fuel) Safe Work Procedure,Forklift (Electric and Fuel) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/forklift-electric-and-fuel-safe-work-procedure-2706>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/forklift-electric-and-fuel-safe-work-procedure-2706
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-197,hedge-trimmer-electric-risk-management-form,4,Hedge Trimmer (Electric) Risk Management Form,Hedge Trimmer (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/hedge-trimmer-electric-risk-management-form-2719>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/hedge-trimmer-electric-risk-management-form-2719
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-198,hedge-trimmer-electric-safe-work-procedure,4,Hedge Trimmer (Electric) Safe Work Procedure,Hedge Trimmer (Electric) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/hedge-trimmer-electric-safe-work-procedure-2718>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/hedge-trimmer-electric-safe-work-procedure-2718
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-199,hedge-trimmer-fuel-risk-management-form,4,Hedge Trimmer (Fuel) Risk Management Form,Hedge Trimmer (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/hedge-trimmer-fuel-risk-management-form-2721>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/hedge-trimmer-fuel-risk-management-form-2721
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-200,maintenance-equipment-item-11,4,Maintenance equipment item 11,Hedge Trimmer (Fuel) Safe Word Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/hedge-trimmer-fuel-safe-word-procedure-2720>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/hedge-trimmer-fuel-safe-word-procedure-2720
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-201,high-pressure-water-cleaner-risk-management-form,4,High Pressure Water Cleaner Risk Management Form,High Pressure Water Cleaner Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/high-pressure-water-cleaner-risk-management-form-2723>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/high-pressure-water-cleaner-risk-management-form-2723
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-202,high-pressure-water-cleaner-safe-work-procedure,4,High Pressure Water Cleaner Safe Work Procedure,High Pressure Water Cleaner Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/high-pressure-water-cleaner-safe-work-procedure-2722>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/high-pressure-water-cleaner-safe-work-procedure-2722
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-203,lawn-mower-electric-risk-management-form,4,Lawn Mower (Electric) Risk Management Form,Lawn Mower (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/lawn-mower-electric-risk-management-form-2736>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/lawn-mower-electric-risk-management-form-2736
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-204,lawn-mower-electric-safe-work-procedure,4,Lawn Mower (Electric) Safe Work Procedure,Lawn Mower (Electric) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/lawn-mower-electric-safe-work-procedure-2735>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/lawn-mower-electric-safe-work-procedure-2735
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-205,lawn-mower-fuel-risk-management-form,4,Lawn Mower (Fuel) Risk Management Form,Lawn Mower (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/lawn-mower-fuel-risk-man-agement-form-2738>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/lawn-mower-fuel-risk-man-agement-form-2738
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-206,lawn-mower-fuel-safe-work-procedure,4,Lawn Mower (Fuel) Safe Work Procedure,Lawn Mower (Fuel) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/lawn-mower-fuel-safe-work-procedure-2737>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/lawn-mower-fuel-safe-work-procedure-2737
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-207,leaf-blower-electric-risk-management-form,4,Leaf Blower (Electric) Risk Management Form,Leaf Blower (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/leaf-blower-electric-risk-management-form-2740>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/leaf-blower-electric-risk-management-form-2740
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-208,leaf-blower-electric-safe-work-procedure,4,Leaf Blower (Electric) Safe Work Procedure,Leaf Blower (Electric) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/leaf-blower-electric-safe-work-procedure-2739>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/leaf-blower-electric-safe-work-procedure-2739
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-209,leaf-blower-fuel-risk-management-form,4,Leaf Blower (Fuel) Risk Management Form,Leaf Blower (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/leaf-blower-fuel-risk-man-agement-form-2742>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/leaf-blower-fuel-risk-man-agement-form-2742
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-210,leaf-blower-fuel-safe-work-procedure,4,Leaf Blower (Fuel) Safe Work Procedure,Leaf Blower (Fuel) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/leaf-blower-fuel-safe-work-procedure-2741>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/leaf-blower-fuel-safe-work-procedure-2741
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-211,mulcherchipper-electric-risk-management-form,4,Mulcher/Chipper (Electric) Risk Management Form,Mulcher/Chipper (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/mulcher/chipper-electric-risk-management-form-2758>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/mulcher/chipper-electric-risk-management-form-2758
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-212,mulcherchipper-fuel-risk-management-form,4,Mulcher/Chipper (Fuel) Risk Management Form,Mulcher/Chipper (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/mulcher/chipper-fuel-risk-management-form-2760>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/mulcher/chipper-fuel-risk-management-form-2760
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-213,mulcherchipper-safe-work-procedure,4,Mulcher/Chipper Safe Work Procedure,Mulcher/Chipper Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/mulcher/chipper-safe-work-procedure-2759>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/mulcher/chipper-safe-work-procedure-2759
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-214,power-lopper-electric-risk-management-form,4,Power Lopper (Electric) Risk Management Form,Power Lopper (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/power-lopper-electric-risk-management-form-3346>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/power-lopper-electric-risk-management-form-3346
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-215,power-lopper-electric-safe-work-procedure,4,Power Lopper (Electric) Safe Work Procedure,Power Lopper (Electric) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/power-lopper-electric-safe-work-procedure-2795>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/power-lopper-electric-safe-work-procedure-2795
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-216,ride-on-lawn-mower-fuel-risk-management-form,4,Ride on Lawn Mower (Fuel) Risk Management Form,Ride on Lawn Mower (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/ride-on-lawn-mower-fuel-risk-management-form-2803>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/ride-on-lawn-mower-fuel-risk-management-form-2803
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-217,ride-on-lawn-mower-safe-work-procedure,4,Ride on Lawn Mower Safe Work Procedure,Ride on Lawn Mower Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/ride-on-lawn-mower-safe-work-procedure-2802>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/ride-on-lawn-mower-safe-work-procedure-2802
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-218,scissor-lift-electric-risk-management-form,4,Scissor Lift (Electric) Risk Management Form,Scissor Lift (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/scissor-lift-electric-risk-man-agement-form-2822>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/scissor-lift-electric-risk-man-agement-form-2822
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-219,scissor-lift-fuel-risk-management-form,4,Scissor Lift (Fuel) Risk Management Form,Scissor Lift (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/scissor-lift-fuel-risk-man-agement-form-2823>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/scissor-lift-fuel-risk-man-agement-form-2823
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-220,scissor-lift-electric-and-fuel-safe-work-procedure,4,Scissor Lift (Electric and Fuel) Safe Work Procedure,Scissor Lift (Electric and Fuel) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/scissor-lift-electric-and-fuel-safe-work-procedure-2824>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/scissor-lift-electric-and-fuel-safe-work-procedure-2824
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-221,tractor-risk-management-form,4,Tractor Risk Management Form,Tractor Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/tractor-risk-management-form-2843>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/tractor-risk-management-form-2843
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-222,tractor-safe-work-procedure,4,Tractor Safe Work Procedure,Tractor Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/tractor-safe-work-proce-dure-2842>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/tractor-safe-work-proce-dure-2842
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-223,vacuum-cleaner-risk-management-form,4,Vacuum Cleaner Risk Management Form,Vacuum Cleaner Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-risk-man-agement-form-2851>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-risk-man-agement-form-2851
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-224,vacuum-cleaner-backpack-risk-management-form,4,Vacuum Cleaner (Backpack) Risk Management Form,Vacuum Cleaner (Backpack) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-backpack-risk-management-form-2849>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-backpack-risk-management-form-2849
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-225,vacuum-cleaner-outdoor-risk-management-form,4,Vacuum Cleaner (Outdoor) Risk Management Form,Vacuum Cleaner (Outdoor) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-outdoor-risk-management-form-2777>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-outdoor-risk-management-form-2777
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-226,vacuum-cleaner-safe-work-procedure,4,Vacuum Cleaner Safe Work Procedure,Vacuum Cleaner Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-safe-work-procedure-2850>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-safe-work-procedure-2850
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-227,vacuum-cleaner-backpack-safe-work-procedure,4,Vacuum Cleaner (Backpack) Safe Work Procedure,Vacuum Cleaner (Backpack) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-backpack-safe-work-procedure-2848>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-backpack-safe-work-procedure-2848
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-228,vacuum-cleaner-outdoor-safe-work-procedure,4,Vacuum Cleaner (Outdoor) Safe Work Procedure,Vacuum Cleaner (Outdoor) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-outdoor-safe-work-procedure-2776>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/vacuum-cleaner-outdoor-safe-work-procedure-2776
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-229,whipper-snipper-electric-risk-management-form,4,Whipper Snipper (Electric) Risk Management Form,Whipper Snipper (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/whipper-snipper-electric-risk-management-form-2864>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/whipper-snipper-electric-risk-management-form-2864
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-230,whipper-snipper-electric-safe-work-procedure,4,Whipper Snipper (Electric) Safe Work Procedure,Whipper Snipper (Electric) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/whipper-snipper-electric-safe-work-procedure-2863>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/whipper-snipper-electric-safe-work-procedure-2863
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-231,whipper-snipper-fuel-risk-management-form,4,Whipper Snipper (Fuel) Risk Management Form,Whipper Snipper (Fuel) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/whipper-snipper-fuel-risk-management-form-2866>,plant-equipment-mgmt-189,"risk, equipment, maintenance, form",https://content.sdp.education.vic.gov.au/media/whipper-snipper-fuel-risk-management-form-2866
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-232,whipper-snipper-fuel-safe-work-procedure,4,Whipper Snipper (Fuel) Safe Work Procedure,Whipper Snipper (Fuel) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/whipper-snipper-fuel-safe-work-procedure-2865>,plant-equipment-mgmt-189,"equipment, maintenance, procedure",https://content.sdp.education.vic.gov.au/media/whipper-snipper-fuel-safe-work-procedure-2865
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-233,cutting-tools,4,Cutting tools,,plant-equipment-mgmt-188,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-234,bandsaw-risk-management-form,4,Bandsaw Risk Management Form,Bandsaw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/bandsaw-risk-management-form-2655>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/bandsaw-risk-management-form-2655
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-235,bandsaw-safe-work-procedure,4,Bandsaw Safe Work Procedure,Bandsaw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/bandsaw-safe-work-proce-dure-2654>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/bandsaw-safe-work-proce-dure-2654
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-236,bench-shears-risk-management-form,4,Bench Shears Risk Management Form,Bench Shears Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/bench-shears-risk-manage-ment-form-2661>,plant-equipment-mgmt-233,"risk, cutting, form",https://content.sdp.education.vic.gov.au/media/bench-shears-risk-manage-ment-form-2661
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-237,bench-shears-safe-work-procedure,4,Bench Shears Safe Work Procedure,Bench Shears Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/bench-shears-safe-work-procedure-2660>,plant-equipment-mgmt-233,"cutting, procedure",https://content.sdp.education.vic.gov.au/media/bench-shears-safe-work-procedure-2660
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-238,circular-saw-portable-risk-management-form,4,Circular Saw – Portable Risk Management Form,Circular Saw – Portable Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/circular-saw-portable-risk-management-form-2676>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/circular-saw-portable-risk-management-form-2676
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-239,circular-saw-portable-safe-work-procedure,4,Circular Saw – Portable Safe Work Procedure,Circular Saw – Portable Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/circular-saw-portable-safe-work-procedure-2675>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/circular-saw-portable-safe-work-procedure-2675
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-240,cold-metal-drop-saw-risk-management-form,4,Cold Metal Drop Saw Risk Management Form,Cold Metal Drop Saw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/cold-metal-drop-saw-risk-management-form-2683>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/cold-metal-drop-saw-risk-management-form-2683
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-241,cold-metal-drop-saw-safe-work-procedure,4,Cold Metal Drop Saw Safe Work Procedure,Cold Metal Drop Saw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/cold-metal-drop-saw-safe-work-procedure-2684>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/cold-metal-drop-saw-safe-work-procedure-2684
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-242,drop-saw-risk-management-form,4,Drop Saw Risk Management Form,Drop Saw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/drop-saw-risk-management-form-2696>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/drop-saw-risk-management-form-2696
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-243,drop-saw-safe-work-procedure,4,Drop Saw Safe Work Procedure,Drop Saw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/drop-saw-safe-work-proce-dure-2695>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/drop-saw-safe-work-proce-dure-2695
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-244,guillotine-risk-management-form,4,Guillotine Risk Management Form,Guillotine Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/guillotine-risk-management-form-2714>,plant-equipment-mgmt-233,"risk, cutting, form",https://content.sdp.education.vic.gov.au/media/guillotine-risk-management-form-2714
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-245,guillotine-safe-work-procedure,4,Guillotine Safe Work Procedure,Guillotine Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/guillotine-safe-work-proce-dure-2713>,plant-equipment-mgmt-233,"cutting, procedure",https://content.sdp.education.vic.gov.au/media/guillotine-safe-work-proce-dure-2713
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-246,jigsaw-risk-management-form,4,Jigsaw Risk Management Form,Jigsaw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/jigsaw-risk-management-form-2734>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/jigsaw-risk-management-form-2734
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-247,jigsaw-safe-work-procedure,4,Jigsaw Safe Work Procedure,Jigsaw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/jigsaw-safe-work-procedure-2733>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/jigsaw-safe-work-procedure-2733
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-248,metal-cutting-horizontal-bandsaw-risk-management-form,4,Metal Cutting Horizontal Bandsaw Risk Management Form,Metal Cutting Horizontal Bandsaw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/metal-cutting-horizontal-bandsaw-risk-management-form-2746>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/metal-cutting-horizontal-bandsaw-risk-management-form-2746
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-249,metal-cutting-horizontal-bandsaw-safe-work-procedure,4,Metal Cutting Horizontal Bandsaw Safe Work Procedure,Metal Cutting Horizontal Bandsaw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/metal-cutting-horizontal-bandsaw-safe-work-procedure-2745>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/metal-cutting-horizontal-bandsaw-safe-work-procedure-2745
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-250,portable-nibbler-risk-management-form,4,Portable Nibbler Risk Management Form,Portable Nibbler Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/portable-nibbler-risk-man-agement-form-2765>,plant-equipment-mgmt-233,"risk, cutting, form",https://content.sdp.education.vic.gov.au/media/portable-nibbler-risk-man-agement-form-2765
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-251,portable-nibbler-safe-work-procedure,4,Portable Nibbler Safe Work Procedure,Portable Nibbler Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/portable-nibbler-safe-work-procedure-2764>,plant-equipment-mgmt-233,"cutting, procedure",https://content.sdp.education.vic.gov.au/media/portable-nibbler-safe-work-procedure-2764
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-252,power-hacksaw-risk-management-form,4,Power Hacksaw Risk Management Form,Power Hacksaw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/power-hacksaw-risk-man-agement-form-2794>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/power-hacksaw-risk-man-agement-form-2794
